																																																																																																																				
																																																																																																																				
		Pp	D	S	Pp	D	S	Pp	D	S	Pw	R	D	S	Pw	R	Dk	Sk	Ob	D/S						Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob									Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob									S	Pw	Dk	Sk	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob																	
		0	0	0	0.908277405	2.684563758	0.469798658	0.908277405	2.684563758	0.469798658	1.213751633	1.336322611																																																																				0	0																																			
		0	0	0	0.581655481	1.140939597	0.604026846	0.581655481	1.140939597	0.604026846	0.610715734	1.04996128																																																																				0	0																																			
		0	0	0	0.586129754	1.812080537	0.402684564	0.586129754	1.812080537	0.402684564	0.694833566	1.185460321																																																																				0	0																																			
udzia³ punktów	pole obrazu(mm?)	0	0	0	0.178970917	0.469798658	0.469798658	0.178970917	0.469798658	0.469798658	0.173257961	0.968078859																																																																				0	0																																			
47	100	0	0	0	0.174496644	0.469798658	0.469798658	0.174496644	0.469798658	0.469798658	0.173257961	0.992901394																																																																				0	0																																			
x(pix.):	y(pix.):	#ARG!	#ARG!	#ARG!	0.492170022	0.939597315	0.536912752	0.492170022	0.939597315	0.536912752	0.44250259	0.899084808																																																																				0	0																																			
1202	768	0.232662192	0.67114094	0.469798658	0.25950783	0.738255034	0.402684564	0.25950783	0.738255034	0.402684564	0.262420612	1.011224254																																																																				0	0																																			
632	194	0.187919463	0.604026846	0.469798658	0.25950783	0.738255034	0.201342282	0.25950783	0.738255034	0.201342282	0.139926129	0.539198102																																																																				0	0																																			
785.5	224	0.10738255	0.402684564	0.33557047	0.313199105	0.738255034	0.536912752	0.313199105	0.738255034	0.536912752	0.334399351	1.067689358																																																																				0	0																																			
339.5	406	0.340044743	0.872483221	0.469798658	0.340044743	1.006711409	0.536912752	0.340044743	1.006711409	0.536912752	0.478537003	1.407276581																																																																				0	0																																			
1016	120	0.246085011	0.604026846	0.402684564	0.214765101	0.604026846	0.469798658	0.214765101	0.604026846	0.469798658	0.236318184	1.100356544																																																																				0	0																																			
296.5	508	0.263982103	0.67114094	0.33557047	0.425055928	0.939597315	0.604026846	0.425055928	0.939597315	0.604026846	0.48909959	1.150671141																																																																				0	0																																			
65.5	208	0.219239374	0.604026846	0.536912752	0.55033557	1.208053691	0.201342282	0.55033557	1.208053691	0.201342282	0.234516463	0.426133573																																																																				0	0																																			
400	461.5	0.348993289	0.805369128	0.536912752	0.156599553	0.469798658	0.469798658	0.156599553	0.469798658	0.469798658	0.173257961	1.106375839																																																																				0	0																																			
624	32.5	0.210290828	0.604026846	0.134228188	0.299776286	0.67114094	0.33557047	0.299776286	0.67114094	0.33557047	0.201004459	0.670514875																																																																				0	0																																			
456	166.5	0.237136465	0.738255034	0.469798658	0.438478747	0.939597315	0.536912752	0.438478747	0.939597315	0.536912752	0.44250259	1.009176825																																																																				0	0																																			
960	522.5	0.621923937	1.140939597	0.67114094	0.187919463	0.469798658	0.402684564	0.187919463	0.469798658	0.402684564	0.154317373	0.821188878																																																																				0	0																																			
367.5	40	0.241610738	0.604026846	0.536912752	0.407158837	1.006711409	0.536912752	0.407158837	1.006711409	0.536912752	0.478537003	1.175307914																																																																				0	0																																			
648	529.5	0.407158837	0.872483221	0.536912752	0.322147651	0.738255034	0.469798658	0.322147651	0.738255034	0.469798658	0.299378406	0.92932047																																																																				0	0																																			
65.5	157.5	0.398210291	0.872483221	0.536912752	0.214765101	0.604026846	0.469798658	0.214765101	0.604026846	0.469798658	0.236318184	1.100356544																																																																				0	0																																			
327.5	177.5	0.456375839	0.872483221	0.604026846	0.299776286	0.738255034	0.469798658	0.299776286	0.738255034	0.469798658	0.299378406	0.998672744																																																																				0	0																																			
1223.5	487	0.41163311	0.872483221	0.67114094	0.241610738	0.67114094	0.469798658	0.241610738	0.67114094	0.469798658	0.267848295	1.108594333																																																																				0	0																																			
843	401	0.447427293	1.073825503	0.604026846	0.268456376	0.67114094	0.469798658	0.268456376	0.67114094	0.469798658	0.267848295	0.997734899																																																																				0	0																																			
100.5	643.5	0.425055928	1.006711409	0.604026846	0.876957494	1.677852349	0.67114094	0.876957494	1.677852349	0.67114094	1.029232917	1.173640597																																																																				0	0																																			
15.5	208.5	0.187919463	0.536912752	0.268456376	0.214765101	0.604026846	0.469798658	0.214765101	0.604026846	0.469798658	0.236318184	1.100356544																																																																				0	0																																			
680	697	0.581655481	1.140939597	0.738255034	0.380313199	0.939597315	0.469798658	0.380313199	0.939597315	0.469798658	0.39396874	1.03590604																																																																				0	0																																			
426	169.5	0.277404922	0.67114094	0.469798658	0.272930649	0.738255034	0.469798658	0.272930649	0.738255034	0.469798658	0.299378406	1.09690285																																																																				0	0																																			
594.5	529	0.429530201	1.073825503	0.536912752	0.639821029	1.208053691	0.604026846	0.639821029	1.208053691	0.604026846	0.651254448	1.017869714																																																																				0	0																																			
240	560	0.223713647	0.604026846	0.134228188	0.523489933	1.073825503	0.604026846	0.523489933	1.073825503	0.604026846	0.570177019	1.089184306																																																																				0	0																																			
464.5	780	0.604026846	1.073825503	0.33557047	0.492170022	1.208053691	0.402684564	0.492170022	1.208053691	0.402684564	0.451601279	0.91757169																																																																				0	0																																			
1035	795	0.201342282	0.604026846	0.402684564	0.237136465	0.536912752	0.536912752	0.237136465	0.536912752	0.536912752	0.226296113	0.954286438																																																																				0	0																																			
717.5	516.5	0.630872483	1.140939597	0.67114094	0.15212528	0.402684564	0.469798658	0.15212528	0.402684564	0.469798658	0.14172785	0.931652191																																																																				0	0																																			
822.5	723.5	0.353467562	0.872483221	0.536912752	0.304250559	0.738255034	0.604026846	0.304250559	0.738255034	0.604026846	0.367483447	1.207831623																																																																				0	0																																			
646	156	0.868008949	1.610738255	0.604026846	0.541387025	1.140939597	0.201342282	0.541387025	1.140939597	0.201342282	0.221003558	0.408217317																																																																				0	0																																			
391.5	835	0.514541387	0.939597315	0.738255034	0.545861298	1.208053691	0.604026846	0.545861298	1.208053691	0.604026846	0.651254448	1.193076796																																																																				0	0																																			
197.5	339	0.36689038	0.872483221	0.134228188	0.187919463	0.604026846	0.201342282	0.187919463	0.604026846	0.201342282	0.11290032	0.600790988																																																																				0	0																																			
1013	917	0.219239374	0.604026846	0.134228188	0.295302013	0.67114094	0.604026846	0.295302013	0.67114094	0.604026846	0.326944732	1.107153752																																																																				0	0																																			
742	348	0.210290828	0.604026846	0.201342282	0.729306488	1.409395973	0.469798658	0.729306488	1.409395973	0.469798658	0.614679519	0.842827439																																																																				0	0																																			
647.5	293	0.120805369	0.469798658	0.33557047	0.299776286	0.738255034	0.604026846	0.299776286	0.738255034	0.604026846	0.367483447	1.22585896																																																																				0	0																																			
165	670.5	0.617449664	1.275167785	0.604026846	0.451901566	1.140939597	0.536912752	0.451901566	1.140939597	0.536912752	0.550605829	1.218419829																																																																				0	0																																			
1269.5	192.5	0.478747204	1.208053691	0.067114094	0.165548098	0.536912752	0.402684564	0.165548098	0.536912752	0.402684564	0.181343183	1.095410847																																																																				0	0																																			
218.5	242.5	1.024608501	1.543624161	0.738255034	0.147651007	0.469798658	0.33557047	0.147651007	0.469798658	0.33557047	0.133439935	0.903752288																																																																				0	0																																			
779	100	0.161073826	0.536912752	0.402684564	0.102908277	0.33557047	0.33557047	0.102908277	0.33557047	0.33557047	0.088396919	0.858987453																																																																				0	0																																			
443.5	48	0.469798658	1.006711409	0.67114094	0.129753915	0.469798658	0.33557047	0.129753915	0.469798658	0.33557047	0.133439935	1.028407776																																																																				0	0																																			
6.5	157	0.196868009	0.872483221	0.067114094	0.29082774	0.872483221	0.268456376	0.29082774	0.872483221	0.268456376	0.218728886	0.752090862																																																																				0	0																																			
553	951	0.263982103	0.805369128	0.067114094	0.487695749	0.939597315	0.738255034	0.487695749	0.939597315	0.738255034	0.576483041	1.182054676																																																																				0	0																																			
782.5	433.5	0.18344519	0.469798658	0.469798658	0.304250559	0.738255034	0.536912752	0.304250559	0.738255034	0.536912752	0.334399351	1.099091986																																																																				0	0																																			
815.5	606.5	0.192393736	0.469798658	0.536912752	0.711409396	1.342281879	0.67114094	0.711409396	1.342281879	0.67114094	0.804017837	1.130176016																																																																				0	0																																			
191.5	59	0.362416107	0.939597315	0.469798658	0.147651007	0.469798658	0.402684564	0.147651007	0.469798658	0.402684564	0.154317373	1.045149481																																																																				0	0																																			
488	658.5	0.635346756	1.073825503	0.805369128	0.44295302	1.073825503	0.604026846	0.44295302	1.073825503	0.604026846	0.570177019	1.287217816																																																																				0	0																																			
381.5	558	0.908277405	2.684563758	0.469798658	0.143176734	0.469798658	0.402684564	0.143176734	0.469798658	0.402684564	0.154317373	1.077810403																																																																				0	0																																			
1122.5	738	0.581655481	1.140939597	0.604026846	0.241610738	0.604026846	0.469798658	0.241610738	0.604026846	0.469798658	0.236318184	0.978094705																																																																				0	0																																			
1266.5	333.5	0.586129754	1.812080537	0.402684564	0.143176734	0.536912752	0.469798658	0.143176734	0.536912752	0.469798658	0.204788073	1.430316695																																																																				0	0																																			
		0	0	0							0	#DZIEL/0!																																																																				0	0																																			
		0	0	0							0	#DZIEL/0!																																																																				0	0																																			
		0	0	0							0	#DZIEL/0!																																																																				0	0																																			
udzia³ punktów	pole obrazu(mm?)	0	0	0							0	#DZIEL/0!																																																																				0	0																																			
50	100	0	0	0							0	#DZIEL/0!																																																																				0	0																																			
x(pix.):	y(pix.):	#ARG!	#ARG!	#ARG!							0	#DZIEL/0!																																																																				0	0																																			
586.5	432	0.178970917	0.469798658	0.469798658							0	#DZIEL/0!																																																																				0	0																																			
451	639	0.174496644	0.469798658	0.469798658							0	#DZIEL/0!																																																																				0	0																																			
614.5	750.5	0.492170022	0.939597315	0.536912752							0	#DZIEL/0!																																																																				0	0																																			
881.5	159	0.25950783	0.738255034	0.402684564							0	#DZIEL/0!																																																																				0	0																																			
1117	85.5	0.25950783	0.738255034	0.201342282							0	#DZIEL/0!																																																																				0	0																																			
36.5	541.5	0.313199105	0.738255034	0.536912752							0	#DZIEL/0!																																																																				0	0																																			
781	57	0.340044743	1.006711409	0.536912752							0	#DZIEL/0!																																																																				0	0																																			
1091	368	0.214765101	0.604026846	0.469798658							0	#DZIEL/0!																																																																				0	0																																			
127.5	613	0.425055928	0.939597315	0.604026846							0	#DZIEL/0!																																																																				0	0																																			
975	499.5	0.55033557	1.208053691	0.201342282							0	#DZIEL/0!																																																																				0	0																																			
392	134.5	0.156599553	0.469798658	0.469798658							0	#DZIEL/0!																																																																				0	0																																			
707	834	0.299776286	0.67114094	0.33557047							0	#DZIEL/0!																																																																				0	0																																			
561.5	809	0.438478747	0.939597315	0.536912752							0	#DZIEL/0!																																																																				0	0																																			
490	498.5	0.187919463	0.469798658	0.402684564							0	#DZIEL/0!																																																																				0	0																																			
298	188.5	0.407158837	1.006711409	0.536912752							0	#DZIEL/0!																																																																																																								
897	624.5	0.322147651	0.738255034	0.469798658							0	#DZIEL/0!																																																																																																								
1251.5	182	0.214765101	0.604026846	0.469798658							0	#DZIEL/0!																																																																																																								
36	123	0.299776286	0.738255034	0.469798658							0	#DZIEL/0!																																																																																																								
1005.5	593	0.241610738	0.67114094	0.469798658							0	#DZIEL/0!																																																																																																								
1190.5	304	0.268456376	0.67114094	0.469798658							0	#DZIEL/0!																																																																																																								
14	928	0.876957494	1.677852349	0.67114094							0	#DZIEL/0!																																																																																																								
978	179.5	0.214765101	0.604026846	0.469798658							0	#DZIEL/0!																																																																																																								
216	768.5	0.380313199	0.939597315	0.469798658							0	#DZIEL/0!																																																																																																								
137	59.5	0.272930649	0.738255034	0.469798658							0	#DZIEL/0!																																																																																																								
910.5	838	0.639821029	1.208053691	0.604026846							0	#DZIEL/0!																																																																																																								
1055	46	0.523489933	1.073825503	0.604026846							0	#DZIEL/0!																																																																																																								
714	292.5	0.492170022	1.208053691	0.402684564							0	#DZIEL/0!																																																																																																								
163	150	0.237136465	0.536912752	0.536912752							0	#DZIEL/0!																																																																																																								
331.5	951.5	0.15212528	0.402684564	0.469798658							0	#DZIEL/0!																																																																																																								
304	319.5	0.304250559	0.738255034	0.604026846							0	#DZIEL/0!																																																																																																								
822.5	677.5	0.541387025	1.140939597	0.201342282							0	#DZIEL/0!																																																																																																								
763.5	881.5	0.545861298	1.208053691	0.604026846							0	#DZIEL/0!																																																																																																								
1249.5	418	0.187919463	0.604026846	0.201342282							0	#DZIEL/0!																																																																																																								
40	463.5	0.295302013	0.67114094	0.604026846							0	#DZIEL/0!																																																																																																								
361.5	86	0.729306488	1.409395973	0.469798658							0	#DZIEL/0!																																																																																																								
241	793.5	0.299776286	0.738255034	0.604026846							0	#DZIEL/0!																																																																																																								
485.5	695.5	0.451901566	1.140939597	0.536912752							0	#DZIEL/0!																																																																																																								
300.5	845.5	0.165548098	0.536912752	0.402684564							0	#DZIEL/0!																																																																																																								
125	916.5	0.147651007	0.469798658	0.33557047							0	#DZIEL/0!																																																																																																								
1186	797.5	0.102908277	0.33557047	0.33557047							0	#DZIEL/0!																																																																																																								
687	161.5	0.129753915	0.469798658	0.33557047							0	#DZIEL/0!																																																																																																								
24	9.5	0.29082774	0.872483221	0.268456376							0	#DZIEL/0!																																																																																																								
110	183.5	0.487695749	0.939597315	0.738255034							0	#DZIEL/0!																																																																																																								
202.5	626	0.304250559	0.738255034	0.536912752							0	#DZIEL/0!																																																																																																								
617	536	0.711409396	1.342281879	0.67114094							0	#DZIEL/0!																																																																																																								
110.5	941.5	0.147651007	0.469798658	0.402684564							0	#DZIEL/0!																																																																																																								
214.5	467.5	0.44295302	1.073825503	0.604026846							0	#DZIEL/0!																																																																																																								
1234.5	803	0.143176734	0.469798658	0.402684564							0	#DZIEL/0!																																																																																																								
397	898	0.241610738	0.604026846	0.469798658							0	#DZIEL/0!																																																																																																								
939	225	0.143176734	0.536912752	0.469798658							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
		0	0	0							0	#DZIEL/0!																																																																																																								
